,roleType,Campus,SessionName,Session code,clientId,matchId,groupId,role,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,centiPayoff,gender,grade,birth_year,birth_month,birth_day,younger_siblings,older_siblings,school_topics
2608,orange,King,KS12,78kt2mh0,1,3,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,February,21,Yes,Yes,Sciences &amp; Technology
2609,orange,King,KS12,78kt2mh0,2,3,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,21,No,Yes,Sciences &amp; Technology
2610,blue,King,KS12,78kt2mh0,3,3,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,7,2006,July,13,No,Yes,Art &amp; Music
2611,orange,King,KS12,78kt2mh0,7,3,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,18,Yes,No,Art &amp; Music
2612,orange,King,KS12,78kt2mh0,12,3,6,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,7,2006,April,6,Yes,No,Math
2613,blue,King,KS12,78kt2mh0,8,4,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2005,May,27,Yes,No,Art &amp; Music
2614,orange,King,KS12,78kt2mh0,9,4,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,January,10,No,Yes,Math
2615,blue,King,KS12,78kt2mh0,10,4,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,June,3,Yes,Yes,Sciences &amp; Technology
2616,blue,King,KS12,78kt2mh0,11,4,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,January,20,No,No,Math
2617,blue,King,KS12,78kt2mh0,4,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2005,May,7,No,Yes,Art &amp; Music
2618,orange,King,KS12,78kt2mh0,5,4,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,November,15,Yes,Yes,Art &amp; Music
2619,blue,King,KS12,78kt2mh0,6,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,June,7,No,Yes,Art &amp; Music
2620,orange,King,KS12,78kt2mh0,1,4,6,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,February,21,Yes,Yes,Sciences &amp; Technology
2621,orange,King,KS12,78kt2mh0,2,4,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2006,September,21,No,Yes,Sciences &amp; Technology
2622,blue,King,KS12,78kt2mh0,3,4,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,July,13,No,Yes,Art &amp; Music
2623,orange,King,KS12,78kt2mh0,7,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,18,Yes,No,Art &amp; Music
2624,orange,King,KS12,78kt2mh0,12,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,6,Yes,No,Math
2625,blue,King,KS12,78kt2mh0,8,5,4,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,7,2005,May,27,Yes,No,Art &amp; Music
2626,orange,King,KS12,78kt2mh0,9,5,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,January,10,No,Yes,Math
2627,blue,King,KS12,78kt2mh0,10,5,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,June,3,Yes,Yes,Sciences &amp; Technology
2628,blue,King,KS12,78kt2mh0,11,5,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,January,20,No,No,Math
2629,blue,King,KS12,78kt2mh0,4,5,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,7,2005,May,7,No,Yes,Art &amp; Music
2630,orange,King,KS12,78kt2mh0,5,5,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,November,15,Yes,Yes,Art &amp; Music
2631,blue,King,KS12,78kt2mh0,6,5,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,June,7,No,Yes,Art &amp; Music
2632,orange,King,KS12,78kt2mh0,1,5,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,February,21,Yes,Yes,Sciences &amp; Technology
2633,orange,King,KS12,78kt2mh0,2,5,3,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,M,7,2006,September,21,No,Yes,Sciences &amp; Technology
2634,blue,King,KS12,78kt2mh0,3,5,3,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,F,7,2006,July,13,No,Yes,Art &amp; Music
2635,orange,King,KS12,78kt2mh0,7,5,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,7,2006,April,18,Yes,No,Art &amp; Music
2636,orange,King,KS12,78kt2mh0,12,5,4,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,7,2006,April,6,Yes,No,Math
2637,blue,King,KS12,    78kt2mh0,8,6,5,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,F,7,2005,May,27,Yes,No,Art &amp; Music
2638,orange,King,KS12,    78kt2mh0,9,6,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,January,10,No,Yes,Math
2639,blue,King,KS12,    78kt2mh0,10,6,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,June,3,Yes,Yes,Sciences &amp; Technology
2640,blue,King,KS12,    78kt2mh0,11,6,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,January,20,No,No,Math
2641,blue,King,KS12,    78kt2mh0,4,6,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2005,May,7,No,Yes,Art &amp; Music
2642,orange,King,KS12,    78kt2mh0,5,6,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,November,15,Yes,Yes,Art &amp; Music
2643,blue,King,KS12,    78kt2mh0,6,6,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,June,7,No,Yes,Art &amp; Music
2644,orange,King,KS12,    78kt2mh0,1,6,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,February,21,Yes,Yes,Sciences &amp; Technology
2645,orange,King,KS12,    78kt2mh0,2,6,5,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,M,7,2006,September,21,No,Yes,Sciences &amp; Technology
2646,blue,King,KS12,    78kt2mh0,3,6,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,7,2006,July,13,No,Yes,Art &amp; Music
2647,orange,King,KS12,    78kt2mh0,7,6,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,18,Yes,No,Art &amp; Music
2648,orange,King,KS12,    78kt2mh0,12,6,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,7,2006,April,6,Yes,No,Math
2649,blue,King,KS12,    78kt2mh0,8,7,5,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,7,2005,May,27,Yes,No,Art &amp; Music
2650,orange,King,KS12,    78kt2mh0,9,7,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,January,10,No,Yes,Math
2651,blue,King,KS12,    78kt2mh0,10,7,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,June,3,Yes,Yes,Sciences &amp; Technology
2652,blue,King,KS12,    78kt2mh0,11,7,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,January,20,No,No,Math
2653,blue,King,KS12,    78kt2mh0,4,7,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2005,May,7,No,Yes,Art &amp; Music
2654,orange,King,KS12,    78kt2mh0,5,7,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,November,15,Yes,Yes,Art &amp; Music
2655,blue,King,KS12,    78kt2mh0,6,7,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,June,7,No,Yes,Art &amp; Music
2656,orange,King,KS12,    78kt2mh0,1,7,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,February,21,Yes,Yes,Sciences &amp; Technology
2657,orange,King,KS12,    78kt2mh0,2,7,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,21,No,Yes,Sciences &amp; Technology
2658,blue,King,KS12,    78kt2mh0,3,7,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,July,13,No,Yes,Art &amp; Music
2659,orange,King,KS12,    78kt2mh0,7,7,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,7,2006,April,18,Yes,No,Art &amp; Music
2660,orange,King,KS12,    78kt2mh0,12,7,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,April,6,Yes,No,Math
2661,blue,King,KS13,8zkdkvtj,9,3,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,8,2005,June,6,No,Yes,Art &amp; Music
2662,orange,King,KS13,8zkdkvtj,10,3,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,8,2005,January,11,No,Yes,Sciences &amp; Technology
2663,blue,King,KS13,8zkdkvtj,8,3,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,March,5,No,Yes,Math
2664,orange,King,KS13,8zkdkvtj,7,3,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,8,2005,July,11,Yes,No,Sciences &amp; Technology
2665,blue,King,KS13,8zkdkvtj,6,3,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,12,Yes,No,Sciences &amp; Technology
2666,orange,King,KS13,8zkdkvtj,5,3,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2005,December,26,No,Yes,Math
2667,blue,King,KS13,8zkdkvtj,4,3,1,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,8,2004,December,6,No,No,Sciences &amp; Technology
2668,orange,King,KS13,8zkdkvtj,3,3,1,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,8,2005,May,23,Yes,No,Math
2669,orange,King,KS13,8zkdkvtj,2,3,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,July,14,No,No,Sciences &amp; Technology
2670,blue,King,KS13,8zkdkvtj,1,3,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,August,3,Yes,No,Sciences &amp; Technology
2671,blue,King,KS13,8zkdkvtj,9,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,8,2005,June,6,No,Yes,Art &amp; Music
2672,orange,King,KS13,8zkdkvtj,10,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,January,11,No,Yes,Sciences &amp; Technology
2673,blue,King,KS13,8zkdkvtj,8,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,March,5,No,Yes,Math
2674,orange,King,KS13,8zkdkvtj,7,4,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,8,2005,July,11,Yes,No,Sciences &amp; Technology
2675,blue,King,KS13,8zkdkvtj,6,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,April,12,Yes,No,Sciences &amp; Technology
2676,orange,King,KS13,8zkdkvtj,5,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2005,December,26,No,Yes,Math
2677,blue,King,KS13,8zkdkvtj,4,4,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,8,2004,December,6,No,No,Sciences &amp; Technology
2678,orange,King,KS13,8zkdkvtj,3,4,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,8,2005,May,23,Yes,No,Math
2679,orange,King,KS13,8zkdkvtj,2,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,July,14,No,No,Sciences &amp; Technology
2680,blue,King,KS13,8zkdkvtj,1,4,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,August,3,Yes,No,Sciences &amp; Technology
2681,blue,King,KS13,8zkdkvtj,9,5,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,June,6,No,Yes,Art &amp; Music
2682,orange,King,KS13,8zkdkvtj,10,5,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,8,2005,January,11,No,Yes,Sciences &amp; Technology
2683,blue,King,KS13,8zkdkvtj,8,5,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,March,5,No,Yes,Math
2684,orange,King,KS13,8zkdkvtj,7,5,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,8,2005,July,11,Yes,No,Sciences &amp; Technology
2685,blue,King,KS13,8zkdkvtj,6,5,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,12,Yes,No,Sciences &amp; Technology
2686,orange,King,KS13,8zkdkvtj,5,5,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2005,December,26,No,Yes,Math
2687,blue,King,KS13,8zkdkvtj,4,5,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,8,2004,December,6,No,No,Sciences &amp; Technology
2688,orange,King,KS13,8zkdkvtj,3,5,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,8,2005,May,23,Yes,No,Math
2689,orange,King,KS13,8zkdkvtj,2,5,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,8,2005,July,14,No,No,Sciences &amp; Technology
2690,blue,King,KS13,8zkdkvtj,1,5,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,7,2006,August,3,Yes,No,Sciences &amp; Technology
2691,blue,King,KS13,    8zkdkvtj,9,6,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,June,6,No,Yes,Art &amp; Music
2692,orange,King,KS13,    8zkdkvtj,10,6,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,8,2005,January,11,No,Yes,Sciences &amp; Technology
2693,blue,King,KS13,    8zkdkvtj,8,6,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,March,5,No,Yes,Math
2694,orange,King,KS13,    8zkdkvtj,7,6,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,8,2005,July,11,Yes,No,Sciences &amp; Technology
2695,blue,King,KS13,    8zkdkvtj,6,6,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,April,12,Yes,No,Sciences &amp; Technology
2696,orange,King,KS13,    8zkdkvtj,5,6,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2005,December,26,No,Yes,Math
2697,blue,King,KS13,    8zkdkvtj,4,6,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,8,2004,December,6,No,No,Sciences &amp; Technology
2698,orange,King,KS13,    8zkdkvtj,3,6,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,May,23,Yes,No,Math
2699,orange,King,KS13,    8zkdkvtj,2,6,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,8,2005,July,14,No,No,Sciences &amp; Technology
2700,blue,King,KS13,    8zkdkvtj,1,6,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,August,3,Yes,No,Sciences &amp; Technology
2701,blue,King,KS13,    8zkdkvtj,9,7,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,June,6,No,Yes,Art &amp; Music
2702,orange,King,KS13,    8zkdkvtj,10,7,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,8,2005,January,11,No,Yes,Sciences &amp; Technology
2703,blue,King,KS13,    8zkdkvtj,8,7,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,March,5,No,Yes,Math
2704,orange,King,KS13,    8zkdkvtj,7,7,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,8,2005,July,11,Yes,No,Sciences &amp; Technology
2705,blue,King,KS13,    8zkdkvtj,6,7,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,12,Yes,No,Sciences &amp; Technology
2706,orange,King,KS13,    8zkdkvtj,5,7,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2005,December,26,No,Yes,Math
2707,blue,King,KS13,    8zkdkvtj,4,7,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,8,2004,December,6,No,No,Sciences &amp; Technology
2708,orange,King,KS13,    8zkdkvtj,3,7,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,8,2005,May,23,Yes,No,Math
2709,orange,King,KS13,    8zkdkvtj,2,7,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,8,2005,July,14,No,No,Sciences &amp; Technology
2710,blue,King,KS13,    8zkdkvtj,1,7,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,August,3,Yes,No,Sciences &amp; Technology
2711,orange,LILA Teachers,SS19,ecber61n,1,3,2,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,none,2014,August,22,No,No,Languages
2712,blue,LILA Teachers,SS19,ecber61n,2,3,4,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,none,2014,July,31,No,Yes,Sciences & Technology
2713,orange,LILA Teachers,SS19,ecber61n,3,3,1,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,none,1990,March,3,No,Yes,Sciences & Technology
2714,blue,LILA Teachers,SS19,ecber61n,4,3,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,none,1990,June,4,No,No,Languages
2715,orange,LILA Teachers,SS19,ecber61n,5,3,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,none,2019,November,6,No,Yes,Literature
2716,blue,LILA Teachers,SS19,ecber61n,6,3,5,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,none,1991,July,6,Yes,Yes,History
2717,blue,LILA Teachers,SS19,ecber61n,7,3,6,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,none,2019,June,23,Yes,Yes,Literature
2718,orange,LILA Teachers,SS19,ecber61n,8,3,5,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,none,1994,November,8,No,No,Math
2719,orange,LILA Teachers,SS19,ecber61n,9,3,4,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,none,1990,July,25,Yes,Yes,Math
2720,orange,LILA Teachers,SS19,ecber61n,10,3,6,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,none,1990,November,18,No,Yes,Math
2721,blue,LILA Teachers,SS19,ecber61n,11,3,1,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,none,1992,January,28,Yes,Yes,Languages
2722,blue,LILA Teachers,SS19,ecber61n,12,3,2,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,none,1990,February,1,No,Yes,Art & Music
2723,orange,LILA Teachers,SS19,ecber61n,1,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,none,2014,August,22,No,No,Languages
2724,blue,LILA Teachers,SS19,ecber61n,2,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,none,2014,July,31,No,Yes,Sciences & Technology
2725,orange,LILA Teachers,SS19,ecber61n,3,4,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,none,1990,March,3,No,Yes,Sciences & Technology
2726,blue,LILA Teachers,SS19,ecber61n,4,4,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,none,1990,June,4,No,No,Languages
2727,orange,LILA Teachers,SS19,ecber61n,5,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,none,2019,November,6,No,Yes,Literature
2728,blue,LILA Teachers,SS19,ecber61n,6,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,none,1991,July,6,Yes,Yes,History
2729,blue,LILA Teachers,SS19,ecber61n,7,4,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,none,2019,June,23,Yes,Yes,Literature
2730,orange,LILA Teachers,SS19,ecber61n,8,4,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,none,1994,November,8,No,No,Math
2731,orange,LILA Teachers,SS19,ecber61n,9,4,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,none,1990,July,25,Yes,Yes,Math
2732,orange,LILA Teachers,SS19,ecber61n,10,4,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,none,1990,November,18,No,Yes,Math
2733,blue,LILA Teachers,SS19,ecber61n,11,4,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,none,1992,January,28,Yes,Yes,Languages
2734,blue,LILA Teachers,SS19,ecber61n,12,4,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,none,1990,February,1,No,Yes,Art & Music
2735,orange,LILA Teachers,SS19,ecber61n,1,5,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,none,2014,August,22,No,No,Languages
2736,blue,LILA Teachers,SS19,ecber61n,2,5,5,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,none,2014,July,31,No,Yes,Sciences & Technology
2737,orange,LILA Teachers,SS19,ecber61n,3,5,1,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,none,1990,March,3,No,Yes,Sciences & Technology
2738,blue,LILA Teachers,SS19,ecber61n,4,5,4,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,none,1990,June,4,No,No,Languages
2739,orange,LILA Teachers,SS19,ecber61n,5,5,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,none,2019,November,6,No,Yes,Literature
2740,blue,LILA Teachers,SS19,ecber61n,6,5,1,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,none,1991,July,6,Yes,Yes,History
